thumb,index,middle,ring,pinky,top_finger,bottom_finger
"0.673010,0.814596,-0.014530;0.654141,0.719237,-0.016264;0.668581,0.646628,-0.019524;0.673076,0.581603,-0.022104","0.692024,0.632941,0.013421;0.704016,0.559300,0.002402;0.718000,0.506947,-0.011695;0.732425,0.462210,-0.023007","0.720624,0.631940,0.007421;0.727218,0.547215,-0.001283;0.735733,0.488509,-0.014947;0.743868,0.435959,-0.025223","0.745278,0.646112,-0.003612;0.749724,0.561385,-0.015885;0.753175,0.505747,-0.026923;0.754066,0.457081,-0.034322","0.769063,0.670784,-0.017383;0.764869,0.595598,-0.031394;0.758849,0.548398,-0.039356;0.750651,0.507689,-0.044428",index2,pinky5
"0.665590,0.829424,-0.027476;0.650016,0.745432,-0.040495;0.666362,0.679108,-0.051576;0.675208,0.615277,-0.062039","0.710536,0.634946,-0.019927;0.740040,0.548398,-0.040713;0.764474,0.500230,-0.057408;0.787527,0.460037,-0.068899","0.749293,0.651132,-0.023595;0.791786,0.559722,-0.041526;0.823196,0.506945,-0.058219;0.851449,0.460940,-0.070295","0.776611,0.683789,-0.032291;0.810025,0.619448,-0.056403;0.832494,0.587772,-0.073120;0.853961,0.556210,-0.082939","0.798297,0.724957,-0.043354;0.801615,0.668149,-0.064091;0.799294,0.640707,-0.073426;0.800190,0.612997,-0.079357",pinky5,middle3
"0.673661,0.787529,-0.013716;0.658667,0.700808,-0.021843;0.672694,0.632603,-0.031279;0.708904,0.593186,-0.040179","0.682360,0.640201,0.008904;0.682786,0.560461,-0.004852;0.690082,0.512581,-0.018344;0.698867,0.468276,-0.029433","0.714183,0.640985,0.003929;0.717584,0.583667,-0.020181;0.717979,0.600191,-0.033707;0.716433,0.622817,-0.035690","0.746206,0.652522,-0.005110;0.752917,0.577953,-0.021401;0.758684,0.518310,-0.029960;0.761202,0.469008,-0.033762","0.779253,0.676467,-0.015506;0.777572,0.627582,-0.020388;0.775870,0.599762,-0.017138;0.772051,0.581140,-0.014984",thumb1,middle3
"0.648928,0.787140,-0.014788;0.631165,0.700994,-0.017309;0.645668,0.630120,-0.020146;0.654991,0.574654,-0.022166","0.669307,0.634872,0.002296;0.675172,0.554345,-0.007813;0.677893,0.501827,-0.017991;0.679940,0.459644,-0.025757","0.696204,0.632532,-0.000993;0.695493,0.545548,-0.009852;0.693368,0.487003,-0.020709;0.691220,0.441073,-0.027782","0.722720,0.642414,-0.007802;0.721594,0.560078,-0.018331;0.718846,0.505389,-0.027432;0.716279,0.461096,-0.033333","0.751901,0.662966,-0.016786;0.755170,0.602371,-0.027426;0.752348,0.562129,-0.032477;0.747965,0.528692,-0.035227",index2,ring4
"0.666936,0.800278,-0.021947;0.641754,0.713166,-0.028197;0.648846,0.638086,-0.032844;0.654358,0.577143,-0.035782","0.684837,0.621457,-0.003035;0.689704,0.535631,-0.013829;0.698389,0.482331,-0.025526;0.707022,0.438575,-0.034922","0.719258,0.620004,-0.003450;0.724479,0.535201,-0.011590;0.729739,0.482938,-0.022711;0.736011,0.443080,-0.031183","0.751660,0.634750,-0.008205;0.758730,0.545294,-0.019667;0.761204,0.488422,-0.029853;0.765469,0.439067,-0.037815","0.785763,0.664306,-0.015518;0.803703,0.600424,-0.028005;0.812991,0.558601,-0.034609;0.820595,0.519707,-0.039156",middle3,ring4
"0.651107,0.814306,-0.018886;0.621768,0.723633,-0.024052;0.622300,0.648417,-0.028663;0.615034,0.580147,-0.032560","0.668386,0.627482,-0.002116;0.671109,0.544520,-0.014484;0.677238,0.493698,-0.026797;0.683630,0.447785,-0.036964","0.704972,0.626692,-0.007693;0.725200,0.536664,-0.018584;0.740291,0.479502,-0.031572;0.752612,0.428405,-0.041617","0.733061,0.645272,-0.018060;0.745629,0.557280,-0.034572;0.754307,0.498918,-0.048468;0.760213,0.445505,-0.057904","0.757017,0.674438,-0.030602;0.750933,0.599914,-0.048620;0.742146,0.553919,-0.058420;0.732627,0.512250,-0.064988",middle3,pinky5
"0.659024,0.795257,-0.009874;0.631287,0.701255,-0.012221;0.636987,0.628181,-0.016553;0.676295,0.613433,-0.020001","0.675884,0.642395,0.016102;0.681495,0.562473,0.011411;0.685366,0.514732,0.003467;0.692474,0.471890,-0.006043","0.707059,0.641978,0.009868;0.710220,0.578041,-0.011479;0.694137,0.580831,-0.024960;0.682015,0.600573,-0.027088","0.738676,0.651866,0.000235;0.744037,0.574639,-0.010753;0.742373,0.519223,-0.019858;0.741941,0.475184,-0.024947","0.771892,0.675136,-0.011182;0.782715,0.628871,-0.013453;0.787486,0.598694,-0.014681;0.790887,0.575024,-0.016730",middle3,thumb1
"0.664364,0.792942,-0.013555;0.639410,0.706678,-0.022195;0.637538,0.639932,-0.032128;0.672530,0.618790,-0.041139","0.675565,0.637287,0.006650;0.679523,0.558725,-0.008153;0.681557,0.507309,-0.020572;0.688695,0.462255,-0.032049","0.707922,0.637627,-0.001168;0.706059,0.569395,-0.036489;0.691583,0.595297,-0.051121;0.684464,0.629749,-0.049914","0.742836,0.648428,-0.013038;0.748470,0.569435,-0.034685;0.749108,0.513077,-0.042722;0.751387,0.462398,-0.044193","0.778022,0.673107,-0.026592;0.796144,0.623104,-0.035212;0.806375,0.587799,-0.036118;0.814176,0.551631,-0.036509",thumb1,middle3
"0.669290,0.809471,-0.020427;0.652159,0.729225,-0.033097;0.665940,0.669002,-0.046847;0.697826,0.641485,-0.058447","0.672471,0.632509,-0.016443;0.674241,0.540577,-0.034433;0.676387,0.487300,-0.044441;0.679812,0.443582,-0.050055","0.709335,0.631748,-0.019413;0.729553,0.535078,-0.043558;0.740974,0.473580,-0.058128;0.751674,0.420856,-0.064933","0.741192,0.648322,-0.024844;0.735861,0.588255,-0.054262;0.716332,0.635626,-0.054641;0.705065,0.676420,-0.044735","0.769502,0.670800,-0.032139;0.774705,0.600439,-0.050332;0.776319,0.556583,-0.050041;0.777200,0.515632,-0.045192",thumb1,ring4
"0.661382,0.802853,-0.008777;0.628489,0.729442,-0.012841;0.621462,0.666544,-0.019771;0.642734,0.642935,-0.024099","0.673001,0.646031,0.013095;0.669300,0.580763,-0.011200;0.663340,0.606037,-0.031968;0.661644,0.643079,-0.041450","0.706617,0.632769,0.006135;0.709414,0.544188,-0.003730;0.707963,0.492299,-0.013473;0.705582,0.446129,-0.019630","0.740588,0.640798,-0.006776;0.746394,0.551797,-0.018079;0.748912,0.497891,-0.026907;0.749224,0.449534,-0.032046","0.773638,0.666610,-0.021419;0.787574,0.604178,-0.029241;0.794164,0.564316,-0.030753;0.798078,0.527322,-0.031070",index2,thumb1
"0.658972,0.799767,-0.019609;0.627744,0.718907,-0.024783;0.627233,0.642975,-0.029455;0.622387,0.577897,-0.033692","0.681629,0.630739,-0.001178;0.683682,0.543881,-0.014565;0.689186,0.493314,-0.028229;0.695322,0.446619,-0.038657","0.719651,0.627894,-0.005494;0.729523,0.539337,-0.017312;0.737908,0.482594,-0.031438;0.745380,0.434296,-0.042287","0.751462,0.642294,-0.014648;0.768289,0.562415,-0.030357;0.779609,0.507201,-0.042574;0.787989,0.457674,-0.050769","0.779276,0.667869,-0.026229;0.786632,0.596135,-0.041010;0.788256,0.549266,-0.047861;0.787890,0.505742,-0.052549",ring4,pinky5
"0.656939,0.807599,-0.023824;0.628163,0.721992,-0.031301;0.629325,0.647335,-0.037380;0.628565,0.583445,-0.041679","0.681047,0.631763,-0.005155;0.701092,0.555042,-0.019782;0.721013,0.505462,-0.034305;0.740383,0.463972,-0.044517","0.713377,0.628441,-0.006551;0.724664,0.537828,-0.016010;0.736487,0.478220,-0.025930;0.747279,0.431383,-0.032849","0.744979,0.642734,-0.013125;0.752682,0.555863,-0.026277;0.756752,0.497054,-0.035593;0.760548,0.447603,-0.041930","0.779374,0.672344,-0.022782;0.801443,0.605999,-0.035803;0.813897,0.563742,-0.041512;0.822734,0.525473,-0.045109",ring4,index2
"0.662187,0.816734,-0.025010;0.627829,0.732546,-0.034615;0.624063,0.657028,-0.041886;0.616878,0.587594,-0.048567","0.679442,0.628322,-0.017956;0.680775,0.534859,-0.033832;0.685839,0.480325,-0.046234;0.690915,0.431829,-0.055308","0.720959,0.625450,-0.021271;0.732615,0.526312,-0.036411;0.743947,0.465364,-0.050872;0.752576,0.414811,-0.061430","0.753976,0.644510,-0.028748;0.778337,0.563912,-0.048711;0.796720,0.509603,-0.063161;0.809067,0.461025,-0.072007","0.780289,0.675394,-0.038293;0.788850,0.601868,-0.055459;0.793077,0.554067,-0.063312;0.795058,0.510563,-0.068538",ring4,pinky5
"0.674290,0.802001,-0.016984;0.655840,0.719078,-0.028829;0.660415,0.656908,-0.041414;0.691629,0.622969,-0.053040","0.683491,0.633460,-0.000690;0.683290,0.548304,-0.020209;0.684903,0.493239,-0.035804;0.691618,0.444326,-0.049185","0.717809,0.634088,-0.008852;0.718204,0.572577,-0.051148;0.712685,0.619037,-0.067150;0.710199,0.665224,-0.065406","0.754739,0.645866,-0.021591;0.765359,0.559118,-0.047826;0.771596,0.502076,-0.055712;0.775345,0.447782,-0.056727","0.790507,0.671830,-0.036070;0.807881,0.614942,-0.046934;0.818768,0.577550,-0.046342;0.825362,0.537452,-0.045408",thumb1,middle3
"0.661319,0.801994,-0.012968;0.616684,0.734088,-0.022296;0.600416,0.663123,-0.034375;0.635163,0.629925,-0.044114","0.667668,0.652488,0.010496;0.659811,0.592404,-0.017127;0.644577,0.597981,-0.040681;0.635116,0.619655,-0.052012","0.697789,0.635119,0.004265;0.693077,0.543546,-0.006594;0.687475,0.487613,-0.015005;0.682811,0.441569,-0.020036","0.731803,0.638860,-0.008589;0.730870,0.551733,-0.020936;0.729670,0.497642,-0.026578;0.726758,0.452266,-0.028943","0.766976,0.659294,-0.023850;0.779603,0.594245,-0.031640;0.787663,0.553819,-0.031387;0.792956,0.517870,-0.030220",index2,thumb1
"0.677545,0.790958,-0.021693;0.662833,0.712361,-0.033053;0.680544,0.650321,-0.044535;0.716210,0.621341,-0.053290","0.681493,0.625337,-0.012486;0.681339,0.539740,-0.027168;0.683633,0.489465,-0.035891;0.686376,0.448348,-0.041175","0.717657,0.623973,-0.013011;0.733558,0.534428,-0.033157;0.741655,0.475262,-0.046145;0.749216,0.428023,-0.053014","0.750371,0.638169,-0.016396;0.749663,0.581511,-0.041657;0.727919,0.621646,-0.042695;0.713706,0.658240,-0.035017","0.779501,0.659003,-0.021824;0.793973,0.595066,-0.037927;0.801455,0.554101,-0.038958;0.807054,0.515362,-0.036033",thumb1,ring4
"0.655642,0.804465,-0.010392;0.637109,0.715525,-0.011580;0.648729,0.645795,-0.015388;0.654728,0.585355,-0.018597","0.668476,0.639309,0.017728;0.677407,0.570844,0.006975;0.689189,0.523175,-0.005930;0.702728,0.483316,-0.015904","0.693834,0.639252,0.011261;0.699443,0.562616,0.003174;0.707236,0.513589,-0.008162;0.716398,0.469109,-0.016822","0.715943,0.652017,-0.000123;0.717549,0.576409,-0.011474;0.715950,0.530481,-0.019791;0.714762,0.491528,-0.025483","0.738109,0.672922,-0.013941;0.730793,0.606681,-0.026168;0.720766,0.567748,-0.031943;0.709775,0.536305,-0.035696",index2,pinky5
"0.654279,0.798692,-0.011902;0.630719,0.715934,-0.019713;0.628964,0.653524,-0.029086;0.660107,0.626819,-0.037654","0.659370,0.643147,0.006388;0.658011,0.562633,-0.009639;0.656442,0.512110,-0.022097;0.662026,0.465101,-0.033208","0.690114,0.641023,-0.002260;0.685210,0.574837,-0.039766;0.673232,0.610902,-0.054004;0.670336,0.649346,-0.051653","0.725276,0.649672,-0.014925;0.728701,0.569141,-0.038044;0.727727,0.513620,-0.046430;0.729001,0.461642,-0.047862","0.761181,0.671732,-0.028976;0.779052,0.622720,-0.037688;0.789178,0.587875,-0.038267;0.796689,0.551498,-0.038337",thumb1,middle3
"0.648934,0.803619,-0.020607;0.619783,0.730596,-0.028330;0.616609,0.662767,-0.035306;0.616160,0.605138,-0.040761","0.660705,0.632008,-0.005227;0.664426,0.552047,-0.019285;0.668689,0.501204,-0.033046;0.674811,0.460559,-0.043019","0.692128,0.626869,-0.007777;0.687367,0.535247,-0.018127;0.685569,0.476142,-0.030393;0.683770,0.430400,-0.039068","0.725333,0.639143,-0.014412;0.730868,0.556133,-0.027661;0.733504,0.506770,-0.038766;0.733604,0.466566,-0.046368","0.760196,0.667499,-0.023471;0.781610,0.613240,-0.036121;0.792919,0.579343,-0.042368;0.800669,0.549657,-0.046149",index2,middle3
"0.655209,0.811586,-0.021576;0.621706,0.735742,-0.029184;0.615416,0.664655,-0.035665;0.609220,0.603768,-0.040459","0.661350,0.634127,-0.005820;0.659360,0.547955,-0.018681;0.663098,0.495331,-0.031277;0.668674,0.452765,-0.040759","0.694850,0.628799,-0.007134;0.696605,0.543173,-0.016905;0.699555,0.488662,-0.027877;0.703516,0.448522,-0.035934","0.728326,0.638208,-0.012876;0.729587,0.551975,-0.024569;0.727409,0.496726,-0.034384;0.726113,0.450601,-0.042053","0.764933,0.662613,-0.021279;0.782117,0.602244,-0.032293;0.789954,0.561658,-0.038114;0.795939,0.525425,-0.042348",ring4,middle3
"0.660862,0.796636,-0.010885;0.636379,0.713449,-0.018083;0.633327,0.653404,-0.026637;0.663978,0.625257,-0.034567","0.667739,0.637751,0.005138;0.668424,0.555283,-0.009433;0.671457,0.505597,-0.020176;0.680628,0.461218,-0.030026","0.699122,0.637029,-0.004009;0.694527,0.572406,-0.041775;0.683201,0.612065,-0.054847;0.680324,0.652878,-0.051629","0.733823,0.646597,-0.017095;0.738731,0.564503,-0.041676;0.737989,0.510239,-0.049890;0.739709,0.459119,-0.051052","0.768984,0.668727,-0.031184;0.787363,0.616028,-0.042189;0.798466,0.580671,-0.043364;0.807184,0.542955,-0.043638",thumb1,middle3
"0.683618,0.799603,-0.018311;0.667118,0.720232,-0.021981;0.703058,0.668634,-0.024084;0.745286,0.655375,-0.027651","0.674662,0.629486,-0.009732;0.669949,0.544530,-0.017639;0.672515,0.491558,-0.025906;0.673634,0.446593,-0.034665","0.712104,0.627674,-0.013912;0.719109,0.542404,-0.018653;0.726808,0.491165,-0.028496;0.731597,0.448956,-0.037880","0.744242,0.646470,-0.021240;0.753303,0.572953,-0.036661;0.754206,0.518790,-0.056106;0.755492,0.471574,-0.071493","0.771186,0.679698,-0.029648;0.753511,0.637628,-0.052285;0.732363,0.650007,-0.061800;0.718217,0.668027,-0.068544",pinky5,thumb1
"0.656869,0.795794,-0.016164;0.629988,0.709145,-0.017670;0.633864,0.632331,-0.019181;0.629234,0.567297,-0.019918","0.682887,0.627751,0.011933;0.685273,0.550675,0.007873;0.691979,0.505635,0.001319;0.700568,0.467386,-0.004895","0.722603,0.628035,0.008014;0.746743,0.549738,0.004916;0.765675,0.504555,-0.003061;0.781430,0.467372,-0.009595","0.753044,0.643623,-0.001060;0.776363,0.564287,-0.011022;0.792680,0.512095,-0.020525;0.805662,0.465128,-0.027417","0.779211,0.667213,-0.012258;0.791895,0.598675,-0.023069;0.798948,0.557260,-0.028021;0.804646,0.518754,-0.031757",pinky5,ring4
"0.660808,0.797770,-0.018586;0.627981,0.717277,-0.022967;0.623208,0.643496,-0.026601;0.616757,0.579611,-0.029475","0.680392,0.627271,0.000875;0.680736,0.544070,-0.009510;0.685602,0.496539,-0.020386;0.690606,0.454943,-0.028760","0.719563,0.623896,-0.002773;0.730607,0.533804,-0.011894;0.740881,0.476030,-0.024283;0.749700,0.429719,-0.033865","0.750611,0.639284,-0.010933;0.769779,0.561190,-0.024939;0.782633,0.509069,-0.036681;0.791931,0.463332,-0.044330","0.776219,0.666225,-0.021093;0.782841,0.595937,-0.033675;0.785131,0.552399,-0.039150;0.785688,0.513477,-0.042974",ring4,pinky5
"0.653632,0.802486,-0.014423;0.629975,0.719478,-0.019564;0.638919,0.646459,-0.026053;0.650132,0.584222,-0.030562","0.673499,0.626544,0.013090;0.687782,0.551582,0.003971;0.702328,0.505649,-0.007857;0.717653,0.468205,-0.017023","0.702623,0.624815,0.007939;0.708871,0.537808,0.002388;0.718268,0.488507,-0.005265;0.728126,0.450695,-0.010990","0.731287,0.638825,-0.002336;0.734328,0.554447,-0.011489;0.737428,0.502696,-0.016150;0.742061,0.458886,-0.019782","0.764118,0.664984,-0.015533;0.777675,0.593941,-0.025186;0.784927,0.546975,-0.027891;0.790213,0.504225,-0.029595",ring4,index2
"0.659239,0.788445,-0.008428;0.637895,0.699227,-0.012605;0.638462,0.636181,-0.018496;0.669978,0.618444,-0.023868","0.674305,0.637402,0.010742;0.680772,0.560623,0.000254;0.685237,0.512576,-0.009158;0.694916,0.470817,-0.018675","0.704873,0.638877,0.001522;0.702285,0.575663,-0.030700;0.686054,0.602732,-0.043930;0.678670,0.636514,-0.042014","0.737836,0.650114,-0.011216;0.744171,0.572150,-0.031166;0.744742,0.517598,-0.039915;0.747999,0.466856,-0.042313","0.771162,0.674327,-0.024994;0.791643,0.627059,-0.033268;0.803674,0.594280,-0.034931;0.813489,0.560663,-0.036096",thumb1,middle3
"0.661394,0.788958,-0.010762;0.639141,0.700717,-0.016002;0.637921,0.635737,-0.022629;0.667845,0.611532,-0.028504","0.676355,0.638087,0.008495;0.683415,0.559810,-0.002203;0.688118,0.512405,-0.011236;0.698034,0.470526,-0.020285","0.706688,0.639723,0.000062;0.706200,0.574478,-0.032610;0.688470,0.602625,-0.045497;0.680886,0.638020,-0.043286","0.738469,0.650637,-0.012080;0.744841,0.570753,-0.032277;0.742504,0.518849,-0.040366;0.744085,0.472181,-0.042319","0.770677,0.674217,-0.025532;0.792415,0.625207,-0.033679;0.805118,0.591457,-0.035228;0.815616,0.557381,-0.036396",thumb1,middle3
"0.647874,0.805811,-0.012448;0.618232,0.717466,-0.012789;0.615046,0.646229,-0.014119;0.606303,0.584843,-0.014960","0.656240,0.640432,0.010452;0.658323,0.566423,0.002348;0.660855,0.519664,-0.007121;0.662424,0.479320,-0.015593","0.686870,0.637104,0.003831;0.699484,0.554585,-0.004095;0.708236,0.504135,-0.015441;0.713903,0.458288,-0.024331","0.711582,0.649939,-0.007459;0.721962,0.566099,-0.022221;0.727338,0.509157,-0.036058;0.729410,0.458763,-0.045535","0.733048,0.670713,-0.020354;0.724459,0.602639,-0.037315;0.713838,0.559848,-0.047573;0.702672,0.521334,-0.054807",middle3,pinky5
"0.654967,0.811487,-0.017938;0.626434,0.733531,-0.023044;0.626829,0.660294,-0.028360;0.620969,0.598559,-0.032991","0.650468,0.640800,-0.003242;0.633422,0.553155,-0.017421;0.625471,0.502881,-0.029096;0.621216,0.458798,-0.037160","0.684073,0.631924,-0.008160;0.680073,0.536848,-0.022755;0.679349,0.481220,-0.037111;0.681086,0.436081,-0.046317","0.715053,0.641563,-0.017285;0.725609,0.562961,-0.036821;0.734764,0.524220,-0.049140;0.742775,0.490242,-0.055084","0.743523,0.662068,-0.028341;0.745342,0.592420,-0.044630;0.744414,0.545162,-0.051234;0.743277,0.501666,-0.054666",ring4,pinky5
"0.642402,0.822872,-0.011523;0.622099,0.736645,-0.012632;0.626671,0.670926,-0.015493;0.618231,0.614371,-0.017884","0.653346,0.647247,0.012581;0.663056,0.577786,-0.000071;0.676463,0.531397,-0.014867;0.692437,0.491086,-0.026089","0.679837,0.644622,0.005682;0.686234,0.562306,-0.003904;0.695649,0.509609,-0.017208;0.706282,0.464640,-0.027017","0.703419,0.657518,-0.005832;0.704191,0.575930,-0.018855;0.706436,0.525024,-0.029051;0.709837,0.481454,-0.035765","0.727211,0.680976,-0.019695;0.719679,0.612966,-0.033461;0.711859,0.571430,-0.040290;0.704151,0.535453,-0.044624",index2,pinky5
"0.638697,0.828378,-0.020235;0.608510,0.738389,-0.026587;0.606076,0.666165,-0.032281;0.595774,0.600719,-0.037126","0.648479,0.638417,-0.000836;0.653754,0.554336,-0.012284;0.658626,0.502047,-0.024631;0.662767,0.457182,-0.035182","0.680172,0.637170,-0.005600;0.691374,0.545025,-0.015541;0.700111,0.486260,-0.029463;0.706906,0.434943,-0.040716","0.706053,0.654873,-0.015229;0.714794,0.562078,-0.030127;0.721448,0.499634,-0.045302;0.725508,0.445506,-0.056714","0.729787,0.683086,-0.027237;0.723275,0.609896,-0.044521;0.712830,0.563086,-0.056106;0.701184,0.521603,-0.064810",middle3,pinky5
"0.632762,0.824871,-0.019472;0.600139,0.735218,-0.023812;0.594743,0.662300,-0.027951;0.585875,0.597042,-0.031071","0.642815,0.640646,0.005887;0.648057,0.563860,-0.003077;0.650348,0.516008,-0.014081;0.651025,0.473294,-0.024128","0.674367,0.636222,0.001037;0.684963,0.548957,-0.006955;0.691722,0.492332,-0.019309;0.695692,0.443294,-0.029618","0.699628,0.650697,-0.009221;0.709612,0.561953,-0.023657;0.713089,0.501193,-0.038840;0.712700,0.448113,-0.050041","0.721864,0.675090,-0.021915;0.715663,0.603438,-0.039176;0.704668,0.559398,-0.050989;0.691641,0.520963,-0.059761",middle3,pinky5
"0.625136,0.826043,-0.016534;0.594124,0.738435,-0.020375;0.591212,0.665286,-0.024750;0.583294,0.601118,-0.027233","0.632600,0.648738,0.008452;0.639165,0.573837,-0.000862;0.647307,0.526054,-0.012237;0.655565,0.485231,-0.021477","0.660255,0.642436,0.003693;0.655979,0.560658,-0.003198;0.656606,0.507873,-0.011527;0.657199,0.466428,-0.017437","0.688227,0.651883,-0.006244;0.680711,0.564926,-0.016892;0.676731,0.510282,-0.022991;0.672465,0.463394,-0.027151","0.720899,0.672894,-0.019081;0.721980,0.600749,-0.029925;0.718703,0.556507,-0.034122;0.712655,0.518694,-0.036773",index2,ring4
"0.626369,0.823401,-0.023889;0.589501,0.740508,-0.031114;0.580784,0.667724,-0.036777;0.572805,0.605630,-0.040843","0.629845,0.645426,-0.005904;0.629156,0.563755,-0.018352;0.630181,0.510875,-0.030425;0.631523,0.467599,-0.039870","0.662690,0.638741,-0.007721;0.665259,0.549643,-0.018243;0.667718,0.489109,-0.029148;0.669146,0.442724,-0.037091","0.693572,0.649648,-0.014571;0.691852,0.560922,-0.029367;0.687791,0.503156,-0.040325;0.683697,0.452598,-0.048057","0.725978,0.673654,-0.024216;0.737539,0.602889,-0.039622;0.743389,0.555918,-0.047810;0.747265,0.512237,-0.053429",middle3,ring4
"0.633707,0.813822,-0.012578;0.613205,0.727517,-0.012759;0.629349,0.664629,-0.013746;0.658752,0.649873,-0.015746","0.640452,0.646929,0.004522;0.637484,0.566803,-0.001134;0.638942,0.516267,-0.008907;0.640040,0.473536,-0.017313","0.675167,0.644639,-0.002097;0.684330,0.561383,-0.006102;0.692340,0.514556,-0.014681;0.698190,0.477181,-0.022705","0.705656,0.658778,-0.012394;0.716088,0.570769,-0.027433;0.717128,0.519309,-0.043287;0.719453,0.480630,-0.055177","0.732788,0.684258,-0.023826;0.721841,0.622723,-0.042985;0.701611,0.631304,-0.050059;0.686808,0.655147,-0.055265",thumb1,pinky5
"0.632602,0.825816,-0.019911;0.609345,0.748040,-0.029570;0.616622,0.682706,-0.039085;0.618925,0.622017,-0.047040","0.643582,0.648428,-0.004551;0.650318,0.570379,-0.020987;0.658546,0.518327,-0.036268;0.668305,0.476209,-0.047120","0.671168,0.644529,-0.008859;0.669629,0.559164,-0.023032;0.672217,0.503212,-0.035161;0.675872,0.457979,-0.042775","0.698935,0.655922,-0.017743;0.693390,0.566588,-0.033454;0.689734,0.509586,-0.041721;0.687359,0.460426,-0.046382","0.729481,0.682122,-0.029401;0.733728,0.608001,-0.043066;0.733883,0.561319,-0.047848;0.731435,0.521256,-0.050141",ring4,index2
